candidato,origen_paquete,familia,criterio,estado_fuente,senal_fallo,fuente_ficha,fuente_seccion,fuente_cita,convencion_a,observacion
draw_board_outline,original,R,R2,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
draw_board_outline,original,R,R3,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
draw_board_outline,original,R,R4,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
draw_board_outline,original,R,R5,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
draw_board_outline,original,R,R6,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
draw_board_outline,original,R,R7,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
draw_board_outline,original,R,R8,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
draw_board_outline,original,R,R9,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
draw_board_outline,original,R,R10,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
draw_board_outline,original,R,R11,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
draw_board_outline,original,R,R12,activado,1,10-draw-board-outline.md,R activados,R12 (Opción A) o S8 directa (Opción B),no,condicionado a Opción A
draw_board_outline,original,R,R13,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
draw_board_outline,original,R,R14,no_evaluado_o_na,,10-draw-board-outline.md,(ninguna),ausencia declarada,no,
_resolve_board,original,S,S1,cumple,0,11-resolve-board.md,S1,"S1: cumple (d2=0, dependencia solo hacia bridge/ estable)",no,
_resolve_board,original,S,S2,cumple,0,11-resolve-board.md,S2,"S2: cumple, 1 reexport (por debajo de UMBRAL_R7_REEXPORTS=3 pese al fan-in de 17)",no,
_resolve_board,original,S,S3,cumple,0,11-resolve-board.md,S3,"S3: simple (9 líneas, patrón idéntico a un helper de pcb_encoders.py)",no,
_resolve_board,original,S,S4,no_determinante,,11-resolve-board.md,S4,COBERTURA_INFERIDA fuerte por transitividad extrema; ningún test asigna aserción a _resolve_board en sí,no,
_resolve_board,original,S,S5,cumple,0,11-resolve-board.md,S5,S5: cumple,no,
_resolve_board,original,S,S6,no_evaluado_o_na,,11-resolve-board.md,S6,"REFERENCIA_EXISTENTE (resolución de handle IPC, sin relación con DT3/P1-2)",no,
_resolve_board,original,S,S7,no_cumple,1,11-resolve-board.md,S7,"S7: NO cumple ninguna cuantitativa (0<80, 0<3, 9<100)",no,
_resolve_board,original,S,S8,cumple,0,11-resolve-board.md,S8,"S8: M2_proyectado = M2_actual bajo diseño mínimo — cumple por igualdad, no domina",no,
_resolve_board,original,R,R1,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R2,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R3,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R4,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R5,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R6,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R7,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R8,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R9,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R10,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R11,activado,1,11-resolve-board.md,R activado,R11.,no,
_resolve_board,original,R,R12,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R13,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_resolve_board,original,R,R14,no_evaluado_o_na,,11-resolve-board.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,S,S1,cumple,0,12-segment-intersects-bbox.md,S1,S1: cumple (d2=0 — el candidato más limpio en aislamiento de los 12),no,
_segment_intersects_bbox,original,S,S2,cumple,0,12-segment-intersects-bbox.md,S2,"S2: cumple, 1 reexport",no,
_segment_intersects_bbox,original,S,S3,cumple,0,12-segment-intersects-bbox.md,S3,"S3: simple (34 líneas, función pura autocontenida)",no,
_segment_intersects_bbox,original,S,S4,no_determinante,,12-segment-intersects-bbox.md,S4,Sin test focal directo; COBERTURA_INFERIDA vía sus 2 consumidores (cadena más larga sin aserción directa),no,
_segment_intersects_bbox,original,S,S5,cumple,0,12-segment-intersects-bbox.md,S5,S5: cumple,no,
_segment_intersects_bbox,original,S,S6,no_evaluado_o_na,,12-segment-intersects-bbox.md,S6,"REFERENCIA_EXISTENTE, misma nota de adyacencia temática con DT3 que fichas 3/4/5/9",no,
_segment_intersects_bbox,original,S,S7,no_cumple,1,12-segment-intersects-bbox.md,S7,"S7: NO cumple ninguna cuantitativa (0<80, 0<3, 34<100)",no,
_segment_intersects_bbox,original,S,S8,cumple,0,12-segment-intersects-bbox.md,S8,"S8: M2_proyectado = M2_actual (igualdad, diseño mínimo con 1 reexport)",no,
_segment_intersects_bbox,original,R,R1,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R2,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R3,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R4,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R5,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R6,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R7,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R8,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R9,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R10,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R11,activado,1,12-segment-intersects-bbox.md,R activado,R11.,no,
_segment_intersects_bbox,original,R,R12,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R13,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_segment_intersects_bbox,original,R,R14,no_evaluado_o_na,,12-segment-intersects-bbox.md,(ninguna),ausencia declarada,no,
_similars,extension,S,S1,cumple,0,13-similars.md,S1,"S1: cumple (d2=0, sin dependencias hacia pcb.py ni módulos inestables)",no,
_similars,extension,S,S2,cumple,0,13-similars.md,S2,"S2: cumple, 1 reexport (< UMBRAL_R7_REEXPORTS=3)",no,
_similars,extension,S,S3,cumple,0,13-similars.md,S3,"S3: simple (3 líneas, función pura sin estado)",no,
_similars,extension,S,S4,no_determinante,,13-similars.md,S4,"Sin COBERTURA_DEMOSTRADA directa; COBERTURA_INFERIDA fuerte, sin delta de test propuesto",no,
_similars,extension,S,S5,cumple,0,13-similars.md,S5,S5: cumple,no,
_similars,extension,S,S6,no_evaluado_o_na,,13-similars.md,S6,"REFERENCIA_EXISTENTE (utilidad de UX de error, sin relación con DT3/P1-2)",no,
_similars,extension,S,S7,no_cumple,1,13-similars.md,S7,S7: NO cumple ninguna cuantitativa (LOC=3<<80; 1 closure eliminada<3; reducción pcb.py=3<<100),no,
_similars,extension,S,S8,cumple,0,13-similars.md,S8,S8: M2_proyectado = M2_actual (cumple por igualdad),no,
_similars,extension,R,R1,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R2,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R3,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R4,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R5,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R6,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R7,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R8,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R9,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R10,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R11,activado,1,13-similars.md,R activado,R11 (beneficio marginal — S7 no se satisface y no hay base para E1),no,
_similars,extension,R,R12,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R13,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
_similars,extension,R,R14,no_evaluado_o_na,,13-similars.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,S,S1,no_determinante,,14-via-params-add-via.md,S1,NO cumple (Ruta A) / cumple con degradación S8 (Ruta B) — ver M2,no,no comprometido a una sola ruta en la ficha
"{_via_params, add_via}",extension,S,S2,cumple,0,14-via-params-add-via.md,S2,S2: cumple (firma @mcp.tool preservada),no,
"{_via_params, add_via}",extension,S,S3,cumple,0,14-via-params-add-via.md,S3,S3: simple (mover 2 símbolos + wrapper delgado),no,
"{_via_params, add_via}",extension,S,S4,cumple,0,14-via-params-add-via.md,S4,"S4: cumple, COBERTURA_DEMOSTRADA",no,
"{_via_params, add_via}",extension,S,S5,cumple,0,14-via-params-add-via.md,S5,S5: cumple (no toca zonas/route_board/stitching),no,
"{_via_params, add_via}",extension,S,S6,no_evaluado_o_na,,14-via-params-add-via.md,S6,"REFERENCIA_EXISTENTE (mutación de cobre puntual, sin relación con DT3/P1-2)",no,
"{_via_params, add_via}",extension,S,S7,cumple,0,14-via-params-add-via.md,S7,S7: cumple por S7.a (110 >= UMBRAL_S7_LOC=80),no,
"{_via_params, add_via}",extension,S,S8,no_cumple,1,14-via-params-add-via.md,S8,S8: NO cumple en ninguna de las dos rutas (ver M2),no,
"{_via_params, add_via}",extension,R,R1,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,R,R2,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,R,R3,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,R,R4,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,R,R5,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,R,R6,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,R,R7,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,R,R8,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,R,R9,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,R,R10,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,R,R11,activado,1,14-via-params-add-via.md,R activado,"R11 (Ruta B, beneficio marginal sin dominancia M2)",no,condicionado a Ruta B
"{_via_params, add_via}",extension,R,R12,activado,1,14-via-params-add-via.md,R activado,"R12 (Ruta A, ciclo de import)",no,condicionado a Ruta A
"{_via_params, add_via}",extension,R,R13,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
"{_via_params, add_via}",extension,R,R14,no_evaluado_o_na,,14-via-params-add-via.md,(ninguna),ausencia declarada,no,
delete_track,extension,S,S1,no_determinante,,15-delete-track.md,S1,"no determinante — el estado actual cumple, pero el gate se evalúa sobre la extracción proyectada, no evaluada completamente",no,
delete_track,extension,S,S2,cumple,0,15-delete-track.md,S2,S2: cumple,no,
delete_track,extension,S,S3,cumple,0,15-delete-track.md,S3,S3: simple (wrapper de una función),no,
delete_track,extension,S,S4,cumple,0,15-delete-track.md,S4,"S4: cumple, COBERTURA_DEMOSTRADA amplia",no,
delete_track,extension,S,S5,cumple,0,15-delete-track.md,S5,S5: cumple,no,
delete_track,extension,S,S6,no_evaluado_o_na,,15-delete-track.md,S6,REFERENCIA_EXISTENTE,no,
delete_track,extension,S,S7,no_cumple,1,15-delete-track.md,S7,S7: NO cumple ninguna cuantitativa (18<80; 1 closure<3; 18<100),no,
delete_track,extension,S,S8,no_determinante,,15-delete-track.md,S8,no determinante (S7 ya falla),no,
delete_track,extension,R,R1,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R2,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R3,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R4,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R5,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R6,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R7,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R8,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R9,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R10,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R11,activado,1,15-delete-track.md,R activado,"R11 (beneficio marginal — S7 no se satisface, sin base para E1)",no,
delete_track,extension,R,R12,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R13,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_track,extension,R,R14,no_evaluado_o_na,,15-delete-track.md,(ninguna),ausencia declarada,no,
delete_via,extension,S,S1,no_determinante,,16-delete-via.md,S1,"no determinante — el estado actual cumple, pero el gate se evalúa sobre la extracción proyectada, no evaluada completamente",no,
delete_via,extension,S,S2,cumple,0,16-delete-via.md,S2,S2: cumple,no,
delete_via,extension,S,S3,cumple,0,16-delete-via.md,S3,S3: simple,no,
delete_via,extension,S,S4,cumple,0,16-delete-via.md,S4,S4: cumple con reserva — COBERTURA_DEMOSTRADA mínima (1 test propio),no,
delete_via,extension,S,S5,cumple,0,16-delete-via.md,S5,S5: cumple,no,
delete_via,extension,S,S6,no_evaluado_o_na,,16-delete-via.md,S6,REFERENCIA_EXISTENTE,no,
delete_via,extension,S,S7,no_cumple,1,16-delete-via.md,S7,S7: NO cumple ninguna cuantitativa (18<80; 1 closure<3; 18<100),no,
delete_via,extension,S,S8,no_determinante,,16-delete-via.md,S8,no determinante (S7 ya falla),no,
delete_via,extension,R,R1,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R2,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R3,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R4,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R5,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R6,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R7,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R8,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R9,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R10,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R11,activado,1,16-delete-via.md,R activado,"R11 (beneficio marginal, S7 no se satisface)",no,
delete_via,extension,R,R12,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R13,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
delete_via,extension,R,R14,no_evaluado_o_na,,16-delete-via.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,S,S1,no_determinante,,17-get-component-detail.md,S1,"no determinante — el estado actual cumple, pero el gate se evalúa sobre la extracción proyectada, no evaluada completamente",no,
get_component_detail,extension,S,S2,cumple,0,17-get-component-detail.md,S2,S2: cumple,no,
get_component_detail,extension,S,S3,cumple,0,17-get-component-detail.md,S3,S3: simple,no,
get_component_detail,extension,S,S4,cumple,0,17-get-component-detail.md,S4,"S4: cumple, COBERTURA_DEMOSTRADA",no,
get_component_detail,extension,S,S5,cumple,0,17-get-component-detail.md,S5,S5: cumple,no,
get_component_detail,extension,S,S6,no_evaluado_o_na,,17-get-component-detail.md,S6,"REFERENCIA_EXISTENTE — consumidor incidental en tests GUI de zonas, no CAMBIO_INCIDENTAL ni PRERREQUISITO de DT3",no,
get_component_detail,extension,S,S7,no_cumple,1,17-get-component-detail.md,S7,S7: NO cumple ninguna cuantitativa (21<80; 1 closure<3; 21<100),no,
get_component_detail,extension,S,S8,no_determinante,,17-get-component-detail.md,S8,no determinante (S7 ya falla),no,
get_component_detail,extension,R,R1,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R2,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R3,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R4,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R5,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R6,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R7,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R8,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R9,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R10,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R11,activado,1,17-get-component-detail.md,R activado,"R11 (beneficio marginal, S7 no se satisface)",no,
get_component_detail,extension,R,R12,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R13,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_component_detail,extension,R,R14,no_evaluado_o_na,,17-get-component-detail.md,(ninguna),ausencia declarada,no,
get_tracks,extension,S,S1,no_determinante,,18-get-tracks.md,S1,NO cumple (Ruta A) / cumple con degradación S8 (Ruta B),no,no comprometido a una sola ruta en la ficha
get_tracks,extension,S,S2,cumple,0,18-get-tracks.md,S2,S2: cumple,no,
get_tracks,extension,S,S3,cumple,0,18-get-tracks.md,S3,"S3: simple (mover 1 función, wrapper delgado)",no,
get_tracks,extension,S,S4,cumple,0,18-get-tracks.md,S4,"S4: cumple, COBERTURA_DEMOSTRADA",no,
get_tracks,extension,S,S5,cumple,0,18-get-tracks.md,S5,"S5: cumple (lectura de cobre, no toca zonas ni route_board)",no,
get_tracks,extension,S,S6,no_evaluado_o_na,,18-get-tracks.md,S6,"REFERENCIA_EXISTENTE (lectura de tracks/vías, sin relación con DT3/P1-2)",no,
get_tracks,extension,S,S7,cumple,0,18-get-tracks.md,S7,S7: cumple por S7.a (86 >= 80),no,
get_tracks,extension,S,S8,no_cumple,1,18-get-tracks.md,S8,S8: NO cumple en ninguna ruta (peor caso de los 9: d2=6 / Δd1=+6),no,
get_tracks,extension,R,R1,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
get_tracks,extension,R,R2,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
get_tracks,extension,R,R3,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
get_tracks,extension,R,R4,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
get_tracks,extension,R,R5,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
get_tracks,extension,R,R6,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
get_tracks,extension,R,R7,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
get_tracks,extension,R,R8,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
get_tracks,extension,R,R9,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
get_tracks,extension,R,R10,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
get_tracks,extension,R,R11,activado,1,18-get-tracks.md,R activado,"R11 (Ruta B, el deterioro de M2 más grande de los 9 candidatos)",no,condicionado a Ruta B
get_tracks,extension,R,R12,activado,1,18-get-tracks.md,R activado,R12 (Ruta A) — S1 falla con el margen más amplio de los 9 candidatos,no,condicionado a Ruta A
get_tracks,extension,R,R13,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
get_tracks,extension,R,R14,no_evaluado_o_na,,18-get-tracks.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,S,S1,no_determinante,,19-reload-board-from-disk.md,S1,"no determinante — el estado actual cumple, pero el gate se evalúa sobre la extracción proyectada, no evaluada completamente",no,
reload_board_from_disk,extension,S,S2,cumple,0,19-reload-board-from-disk.md,S2,"S2: cumple, incluido el remapeo de error documentado",no,
reload_board_from_disk,extension,S,S3,cumple,0,19-reload-board-from-disk.md,S3,S3: simple,no,
reload_board_from_disk,extension,S,S4,cumple,0,19-reload-board-from-disk.md,S4,"S4: cumple, COBERTURA_DEMOSTRADA",no,
reload_board_from_disk,extension,S,S5,cumple,0,19-reload-board-from-disk.md,S5,S5: cumple,no,
reload_board_from_disk,extension,S,S6,no_evaluado_o_na,,19-reload-board-from-disk.md,S6,"REFERENCIA_EXISTENTE (mecanismo de sincronización disco-vivo, sin relación con DT3/P1-2)",no,
reload_board_from_disk,extension,S,S7,no_cumple,1,19-reload-board-from-disk.md,S7,S7: NO cumple ninguna cuantitativa (57<80; 1 closure<3; 57<100),no,
reload_board_from_disk,extension,S,S8,no_determinante,,19-reload-board-from-disk.md,S8,no determinante (S7 ya falla),no,
reload_board_from_disk,extension,R,R1,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R2,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R3,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R4,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R5,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R6,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R7,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R8,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R9,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R10,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R11,activado,1,19-reload-board-from-disk.md,R activado,"R11 (beneficio marginal, S7 no se satisface)",no,
reload_board_from_disk,extension,R,R12,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R13,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
reload_board_from_disk,extension,R,R14,no_evaluado_o_na,,19-reload-board-from-disk.md,(ninguna),ausencia declarada,no,
save_board,extension,S,S1,no_determinante,,20-save-board.md,S1,"no determinante — el estado actual cumple, pero el gate se evalúa sobre la extracción proyectada, no evaluada completamente",no,
save_board,extension,S,S2,cumple,0,20-save-board.md,S2,S2: cumple,no,
save_board,extension,S,S3,cumple,0,20-save-board.md,S3,S3: simple,no,
save_board,extension,S,S4,cumple,0,20-save-board.md,S4,"S4: cumple, COBERTURA_DEMOSTRADA amplia, incluida cobertura cruzada con route_board",no,
save_board,extension,S,S5,cumple,0,20-save-board.md,S5,S5: cumple (no implementa refill/zonas),no,
save_board,extension,S,S6,no_evaluado_o_na,,20-save-board.md,S6,REFERENCIA_EXISTENTE — no es CAMBIO_INCIDENTAL ni PRERREQUISITO de DT3,no,
save_board,extension,S,S7,no_cumple,1,20-save-board.md,S7,S7: NO cumple ninguna cuantitativa (35<80; 1 closure<3; 35<100),no,
save_board,extension,S,S8,no_determinante,,20-save-board.md,S8,no determinante (S7 ya falla),no,
save_board,extension,R,R1,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R2,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R3,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R4,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R5,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R6,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R7,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R8,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R9,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R10,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R11,activado,1,20-save-board.md,R activado,"R11 (beneficio marginal, S7 no se satisface)",no,
save_board,extension,R,R12,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R13,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
save_board,extension,R,R14,no_evaluado_o_na,,20-save-board.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,S,S1,no_determinante,,21-set-footprint-ref.md,S1,NO cumple (Ruta A) / cumple con degradación S8 (Ruta B),no,no comprometido a una sola ruta en la ficha
